user,articleName,sectionIndex,sentenceIndex,filename,sentence,fs_span,fs_text
62a0d78a9bbab800502f2eb5,Hal Anger,1,17,20064167211674233-1953120_1_17.mp4,"NCC and Anger sued Picker for infringement of the '057 patent, and Picker counterclaimed for invalidity of the '057 patent.","[(60, 90), (112, 128), (156, 176), (297, 336)]","['NCC', 'Anger', 'picker', 'Picker']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,18,9608856504609027-1953120_1_18.mp4,"Picker also filed a proceeding in the Atomic Energy Commission, challenging the legitimacy of the AEC's release of the patent rights to Anger, and requesting a compulsory license under the '057 patent.","[(57, 80), (201, 218), (403, 423), (496, 522)]","['picker', 'atomic', 'AEC', 'Anger']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,19,5448707592139959-1953120_1_19.mp4,"The AEC proceeding was decided in favor of Anger and NCC, and the patent infringement lawsuit was eventually settled by the grant of a sublicense agreement to Picker.","[(67, 87), (204, 231), (252, 260), (425, 432), (486, 496), (582, 596)]","['AEC', 'Anger', 'NCC', 'by', 'sub', 'picker']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,2,3781914297778679-1953120_1_2.mp4,"Anger also developed the well counter, widely used in laboratory tests to measure radioactivity in samples.","[(80, 109), (163, 186), (294, 301), (368, 439)]","['Anger', 'Well', 'lab', 'radioactivity']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,2,3781914297778679-1953120_1_2.mp4,"Anger also developed the well counter, widely used in laboratory tests to measure radioactivity in samples.","[(73, 80)]",['CO']
62a0d78a9bbab800502f2eb5,Hal Anger,1,21,622023576241884-1953120_1_21.mp4,NCC was eventually sold to Siemens Corporation and Siemens continued to develop the technology of the Anger Camera and to market the device worldwide.,"[(67, 87), (169, 218), (342, 356), (412, 426)]","['NCC', 'Siemens', 'Anger', 'dev']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,3,8302556226696087-1953120_1_3.mp4,Anger also developed a multi-plane tomographic radiation scanner using the Anger camera and a focussed radiation collimator.,"[(67, 87), (144, 167), (182, 234), (249, 276), (304, 327), (435, 458), (524, 602)]","['Anger', 'plane', 'tomographic', 'scanner', 'scanner', 'Anger', 'collimator']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,4,8396128841126567-1953120_1_4.mp4,"The first useful scintillation camera was developed by Anger at an AEC-funded laboratory at the University of California at Berkeley, California.","[(99, 148), (192, 199), (208, 234), (265, 292), (377, 384), (444, 474)]","['scintillation', 'by', 'Anger', 'AEC', 'lab', 'Berkeley']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,5,7309077949748264-1953120_1_5.mp4,"Consequently, the patent rights on the invention were owned by the U.S.","[(137, 151), (284, 298)]","['patent', 'U.S.']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,7,7700655978400326-1953120_1_7.mp4,"However, Anger's supervisors at the lab were well-connected with the head of the AEC, Glenn Seaborg, and prevailed on the AEC to release the patent rights to Anger personally.","[(67, 90), (147, 157), (313, 340), (368, 381), (409, 474), (547, 554), (656, 669)]","['Anger', 'lab', 'AEC', 'Glen', 'seaborg', 'AEC', 'Anger']"
62a0d78a9bbab800502f2eb5,Hal Anger,1,8,041029368559799106-1953120_1_8.mp4,"Anger retained patent counsel to file a U.S. patent application on his invention, and this application eventually matured into U.S.","[(54, 77), (272, 279), (470, 493), (553, 589), (780, 788)]","['Anger', 'U.S.', 'U.S.', 'paten', 'invention']"
62a0d78a9bbab800502f2eb5,Hal Anger,2,0,7182482966141335-1953120_2_0.mp4,Philanthropy,"[(67, 106)]",['Philanthropy']
62a0d78a9bbab800502f2eb5,Hal Anger,2,1,21037428043948814-1953120_2_1.mp4,"In 2006, the Society of Nuclear Medicine's Education and Research Foundation received $6 million from the Hal Anger Estate, the largest gift ever received for advancing the field of nuclear medicine, leading to the development of a Hal Anger Prize and Lecture.","[(140, 170), (198, 228), (275, 279), (428, 445), (476, 496), (480, 509), (672, 682), (908, 1028), (1030, 1069)]","['Society ', 'Nuclear', 'ED', 'Hal', 'Anger', 'Estate', 'N', 'Hal Anger Prize', 'Lecture']"
62a27b0dff311c0050d3572e,Hal Anger,0,0,3089990189284344-1953120_0_0.mp4,"Hal Oscar Anger (May 20, 1920 – October 31, 2005) was an American electrical engineer and biophysicist at Donner Laboratory, University of California, Berkeley, known for his invention of the gamma camera.","[(51, 61), (76, 106), (121, 151), (182, 192), (275, 282), (460, 477), (579, 608), (630, 682), (758, 797), (953, 989)]","['Hal', 'Oscar', 'Anger', 'May', 'Oct', 'BIO', 'Donner', 'laboratory', 'Berkeley', 'gamma']"
62a27b0dff311c0050d3572e,Hal Anger,0,1,6608671360818361-1953120_0_1.mp4,"In all, Anger held 15 patents, many of them for work at the Ernest O. Lawrence Radiation Laboratory.","[(6, 36), (140, 167), (259, 288), (294, 311), (316, 372), (377, 423), (435, 474)]","['Anger', 'patents ', 'Ernes', 'in', 'Lawrence', 'radiation ', 'laboratory']"
62a27b0dff311c0050d3572e,Hal Anger,0,2,09679816800802854-1953120_0_2.mp4,Anger received several awards in recognition of his inventions and their contributions to the field of nuclear medicine.,"[(51, 80), (355, 375)]","['Anger', 'nuclear']"
62a27b0dff311c0050d3572e,Hal Anger,0,3,18402814540253853-1953120_0_3.mp4,"Anger died in Berkeley, California.","[(41, 68), (121, 157)]","['Anger', 'Berkeley ']"
62a27b0dff311c0050d3572e,Hal Anger,1,0,6429704374807905-1953120_1_0.mp4,Career,[],[]
62a27b0dff311c0050d3572e,Hal Anger,1,1,5513411788593914-1953120_1_1.mp4,"In 1957, he invented the scintillation camera, known also as the gamma camera or Anger camera.","[(243, 336), (438, 461), (499, 519), (553, 580)]","['Scintillation ', 'gamma', 'or', 'Anger']"
62a27b0dff311c0050d3572e,Hal Anger,1,1,5513411788593914-1953120_1_1.mp4,"In 1957, he invented the scintillation camera, known also as the gamma camera or Anger camera.","[(444, 464), (723, 746)]","['CO', 'Anger']"
62a27b0dff311c0050d3572e,Hal Anger,1,11,6904313902583721-1953120_1_11.mp4,"He eventually granted an exclusive license on the '057 patent to Nuclear-Chicago Corporation (NCC), in Des Plaines, Illinois.","[(300, 327), (425, 442), (473, 496), (528, 548), (560, 596), (601, 612)]","['nuclear', 'corp', 'NCC', 'Des', 'Plaines', 'ILL']"
62a27b0dff311c0050d3572e,Hal Anger,1,12,8007712727670868-1953120_1_12.mp4,NCC successfully developed a commercially useful version of the Anger Camera and began marketing it to nuclear medical departments of hospitals in the United States.,"[(54, 84), (163, 196), (348, 378), (489, 496)]","['NCC', 'Anger', 'nuclear', 'US']"
62a27b0dff311c0050d3572e,Hal Anger,1,13,4901862711567344-1953120_1_13.mp4,NCC's commercial sales of the Anger Camera grew substantially over the years and Anger became modestly wealthy from the royalties that he received under the exclusive license agreement.,"[(48, 55), (108, 132), (112, 128), (412, 436)]","['NCC', 'Anger', 'grew', 'Anger']"
62a27b0dff311c0050d3572e,Hal Anger,1,14,27281535287787984-1953120_1_14.mp4,NCC was eventually acquired by G.D.,"[(64, 77), (92, 106)]","['NCC', 'G.D.']"
62a27b0dff311c0050d3572e,Hal Anger,1,15,9816858671330178-1953120_1_15.mp4,"Searle &amp; Co, of Skokie, Illinois, and operated as a wholly owned subsidiary.","[(64, 87), (112, 138), (166, 212), (214, 234), (374, 407)]","['Searle', 'CO ', 'Skokie', 'ILL', 'subsidiary']"
62a27b0dff311c0050d3572e,Hal Anger,1,16,5153005690605206-1953120_1_16.mp4,Nuclear-Chicago Corporation's exclusivity on marketing the Anger scintillation camera was eventually challenged by the introduction of a competing version of the Anger camera by Picker Corporation.,"[(25, 48), (131, 160), (176, 244), (371, 397), (464, 471), (492, 522), (524, 548)]","['Nuclear-Chicago Corporation', 'Anger', 'Scintillation', 'Anger', 'CO', 'Picker', 'Corp']"
62a27b0dff311c0050d3572e,Hal Anger,1,17,5866082112575954-1953120_1_17.mp4,"NCC and Anger sued Picker for infringement of the '057 patent, and Picker counterclaimed for invalidity of the '057 patent.","[(9, 39), (51, 74), (112, 144), (153, 173), (60, 378)]","['NCC', 'Anger', 'Picker', 'Picker', 'Picker']"
62a27b0dff311c0050d3572e,Hal Anger,1,18,2144316388218639-1953120_1_18.mp4,"Picker also filed a proceeding in the Atomic Energy Commission, challenging the legitimacy of the AEC's release of the patent rights to Anger, and requesting a compulsory license under the '057 patent.","[(64, 96), (204, 244), (451, 468), (579, 602)]","['Picker', 'atomic', 'AEC', 'Anger']"
62a27b0dff311c0050d3572e,Hal Anger,1,19,40685329357650635-1953120_1_19.mp4,"The AEC proceeding was decided in favor of Anger and NCC, and the patent infringement lawsuit was eventually settled by the grant of a sublicense agreement to Picker.","[(44, 61), (134, 157), (176, 205), (521, 548)]","['AEC', 'Anger', 'NCC', 'Picker']"
62a27b0dff311c0050d3572e,Hal Anger,1,2,5051403383391311-1953120_1_2.mp4,"Anger also developed the well counter, widely used in laboratory tests to measure radioactivity in samples.","[(60, 93), (153, 173), (288, 295), (393, 442)]","['Anger', 'Well', 'lab', 'radioactivity']"
62a27b0dff311c0050d3572e,Hal Anger,1,2,5051403383391311-1953120_1_2.mp4,"Anger also developed the well counter, widely used in laboratory tests to measure radioactivity in samples.","[(140, 151)]",['CO']
62a27b0dff311c0050d3572e,Hal Anger,1,21,16328552713937583-1953120_1_21.mp4,NCC was eventually sold to Siemens Corporation and Siemens continued to develop the technology of the Anger Camera and to market the device worldwide.,"[(60, 77), (147, 157), (179, 228), (230, 260), (307, 314), (432, 458)]","['NCC', 'CO', 'Siemens', 'Corp', 'CO', 'Anger']"
62a27b0dff311c0050d3572e,Hal Anger,1,3,8323179102396145-1953120_1_3.mp4,Anger also developed a multi-plane tomographic radiation scanner using the Anger camera and a focussed radiation collimator.,"[(44, 71), (153, 221), (240, 320), (358, 400), (419, 474), (531, 551), (656, 682), (726, 775)]","['Anger', 'multi-plane', 'tomographic', 'radiation ', 'scanner', 'Anger', 'radiation', 'collimator']"
62a27b0dff311c0050d3572e,Hal Anger,1,4,31076032453585944-1953120_1_4.mp4,"The first useful scintillation camera was developed by Anger at an AEC-funded laboratory at the University of California at Berkeley, California.","[(80, 103), (140, 202), (281, 295), (361, 404), (480, 503)]","['Anger', 'Scintillation', 'AEC', 'laboratory', 'Berkeley']"
62a27b0dff311c0050d3572e,Hal Anger,1,5,2351126249224169-1953120_1_5.mp4,"Consequently, the patent rights on the invention were owned by the U.S.","[(80, 100), (140, 151), (188, 218), (265, 330), (508, 522)]","['Consequently', 'patent', 'the', 'consequently', 'U.S.']"
62a27b0dff311c0050d3572e,Hal Anger,1,7,2601502500352406-1953120_1_7.mp4,"However, Anger's supervisors at the lab were well-connected with the head of the AEC, Glenn Seaborg, and prevailed on the AEC to release the patent rights to Anger personally.","[(86, 112), (310, 330), (355, 381), (416, 468), (544, 560), (732, 756)]","['Anger', 'AEC', 'Glenn', 'Seaborg', 'AEC', 'Anger']"
62a27b0dff311c0050d3572e,Hal Anger,1,8,9596662146645119-1953120_1_8.mp4,"Anger retained patent counsel to file a U.S. patent application on his invention, and this application eventually matured into U.S.","[(64, 93), (208, 221), (233, 263), (464, 480)]","['Anger', 'U.S.', 'patent', 'U.S.']"
62a27b0dff311c0050d3572e,Hal Anger,1,9,2921059246400033-1953120_1_9.mp4,"Patent 3,011,057, issued in November 1961.","[(220, 234)]",['Nov']
62a27b0dff311c0050d3572e,Hal Anger,2,0,8217129432114494-1953120_2_0.mp4,Philanthropy,"[(60, 135)]",['philanthropy']
62a27b0dff311c0050d3572e,Hal Anger,2,1,790869129941806-1953120_2_1.mp4,"In 2006, the Society of Nuclear Medicine's Education and Research Foundation received $6 million from the Hal Anger Estate, the largest gift ever received for advancing the field of nuclear medicine, leading to the development of a Hal Anger Prize and Lecture.","[(102, 122), (128, 154), (166, 192), (246, 263), (316, 346), (352, 359), (371, 410), (441, 445), (748, 788), (924, 973)]","['Hal', 'Anger', 'Estate', 'million', 'society ', 'of', 'nuclear', 'ED', 'nuclear', 'Hal Anger']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,0,0,05857907732860279-2962357_0_0.mp4,Relativistic electromagnetism is a physical phenomenon explained in electromagnetic field theory due to Coulomb's law and Lorentz transformations.,"[(3, 125), (147, 288), (416, 522), (598, 672), (716, 775)]","['relativistic', 'electromagnetic', 'electromagnetic', ""Coulomb's"", 'Lorentz']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,0,7233093447279892-2962357_1_0.mp4,Electromechanics,"[(35, 157), (57, 106), (201, 205), (211, 327)]","['electromechanics', 'm', 'o', 'mechanics']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,1,9099514783614988-2962357_1_1.mp4,"After Maxwell proposed the differential equation model of the electromagnetic field in 1873, the mechanism of action of fields came into question, for instance in the Kelvin’s master class held at Johns Hopkins University in 1884 and commemorated a century later.","[(54, 100), (201, 205), (211, 327), (444, 448), (608, 615), (620, 669), (675, 701), (748, 772), (784, 836)]","['Maxwell', 'of', 'electromagnetic', 'of', 'if', ""Kelvin's"", 'master', 'John', 'hopkins']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,1,9099514783614988-2962357_1_1.mp4,"After Maxwell proposed the differential equation model of the electromagnetic field in 1873, the mechanism of action of fields came into question, for instance in the Kelvin’s master class held at Johns Hopkins University in 1884 and commemorated a century later.","[(99, 148), (176, 183)]","['maxwell', 'of']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,11,6553272152634098-2962357_1_11.mp4,The use of retarded potentials to describe electromagnetic fields from source-charges is an expression of relativistic electromagnetism.,"[(60, 68), (166, 266), (316, 349), (444, 509), (524, 631)]","['of', 'electromagnetic', 'source', 'relativistic', 'electromagnetism']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,2,8601742048371797-2962357_1_2.mp4,"The requirement that the equations remain consistent when viewed from various moving observers led to special relativity, a geometric theory of 4-space where intermediation is by light and radiation.","[(259, 324), (358, 423), (451, 455), (492, 509), (566, 653), (665, 676), (720, 759)]","['relativity', 'geometric', 'of', 'space', 'intermediation', 'by', 'radiation']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,3,15612875711180596-2962357_1_3.mp4,"The spacetime geometry provided a context for technical description of electric technology, especially generators, motors, and lighting at first.","[(54, 122), (316, 324), (425, 484)]","['spacetime', 'of', 'generators']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,4,787964111622675-2962357_1_4.mp4,The Coulomb force was generalized to the Lorentz force.,"[(64, 122), (131, 151), (233, 279), (284, 304)]","['Coulomb', 'force', 'Lorentz', 'force']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,5,22637293792289626-2962357_1_5.mp4,"For example, with this model transmission lines and power grids were developed and radio frequency communication explored.","[(118, 180), (323, 346), (355, 410)]","['transmission', 'radio', 'frequency']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,6,42803721372129333-2962357_1_6.mp4,"An effort to mount a full-fledged electromechanics on a relativistic basis is seen in the work of Leigh Page, from the project outline in 1912 to his textbook Electrodynamics (1940) The interplay (according to the differential equations) of electric and magnetic field as viewed over moving observers is examined.","[(99, 215), (233, 327), (336, 362), (416, 420), (425, 464), (480, 506), (646, 778), (880, 938), (1008, 1012)]","['electromechanics', 'relativistic', 'basis', 'of', 'Leigh', 'Page', 'Electrodynamics', 'interplay', 'of']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,7,8955220774120587-2962357_1_7.mp4,What is charge density in electrostatics becomes proper charge density and generates a magnetic field for a moving observer.,"[(96, 148), (179, 282), (361, 394)]","['density', 'electrostatics', 'density']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,8,9158545834694896-2962357_1_8.mp4,A revival of interest in this method for education and training of electrical and electronics engineers broke out in the 1960s after Richard Feynman’s textbook.,"[(163, 167), (355, 394), (406, 490)]","['of', 'richard', ""Feynman’s""]"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,1,9,615336712392925-2962357_1_9.mp4,"Rosser’s book Classical Electromagnetism via Relativity was popular, as was Anthony French’s treatment in his textbook  which illustrated diagrammatically the proper charge density.","[(35, 87), (118, 170), (182, 292), (329, 384), (454, 500), (752, 794)]","[""Rosser’s"", 'classical', 'electromagnetism', 'relativity', 'anthony', 'density']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,0,6579662319168176-2962357_2_0.mp4,Principle,[],[]
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,1,6914038215019336-2962357_2_1.mp4,The question of how an electric field in one inertial frame of reference looks in different reference frames moving with respect to the first is crucial to understanding fields created by moving sources.,"[(70, 74), (153, 212), (220, 247), (249, 256), (390, 407), (656, 660), (684, 720)]","['of', 'inertial', 'frame', 'of', 'frame', 'by', 'sources']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,2,18393620506360597-2962357_2_2.mp4,"In the special case, the sources that create the field are at rest with respect to one of the reference frames.","[(76, 96), (121, 151), (284, 292), (313, 349)]","['case', 'source', 'of', 'frames']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,3,24407726764523852-2962357_2_3.mp4,"Knowing the electric field at some point (in space and time) in the rest frame of the sources, and knowing the relative velocity of the two frames provided all the information needed to calculate the electric field at the same point in the other frame.","[(121, 148), (220, 250), (252, 263), (272, 308), (348, 413), (422, 461), (496, 522), (720, 749)]","['space', 'frame', 'of', 'sources', 'relative', 'velocity', 'frames', 'frame']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,4,8842929438879485-2962357_2_4.mp4,"In other words, the electric field in the other frame does not depend on the particular distribution of the source charges, only on the local value of the electric field in the first frame at that point.","[(137, 151), (252, 260), (265, 282), (432, 436), (502, 528)]","['frame', 'of', 'source', 'of', 'frame']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,5,2554803323991315-2962357_2_5.mp4,"Thus, the electric field is a complete representation of the influence of the far-away charges.","[(108, 116)]",['of']
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,6,7079051243253907-2962357_2_6.mp4,"Alternatively, introductory treatments of magnetism introduce the Biot–Savart law, which describes the magnetic field associated with an electric current.","[(124, 132), (140, 192), (243, 333), (515, 551)]","['of', 'magnetism', 'biot–savart', 'current']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,7,47142508638164426-2962357_2_7.mp4,"An observer at rest with respect to a system of static, free charges will see no magnetic field.","[(147, 154), (160, 192)]","['of', 'static']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,8,6077434730521585-2962357_2_8.mp4,"However, a moving observer looking at the same set of charges does perceive a current, and thus a magnetic field.","[(144, 157), (160, 167), (224, 247), (304, 336), (380, 423)]","['set', 'of', 'does', 'current', 'magnetic']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,2,9,591888686974799-2962357_2_9.mp4,"That is, the magnetic field is simply the electric field, as seen in a moving coordinate system.",[],[]
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,0,043883271033709814-2962357_3_0.mp4,Redundancy,[],[]
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,1,7091881940292233-2962357_3_1.mp4,The title of this article is redundant since all mathematical theories of electromagnetism are relativistic.,"[(182, 189), (198, 298), (342, 404)]","['of', 'electromagnetism', 'relativistic']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,2,9357405648838684-2962357_3_2.mp4,Combination of spatial and temporal variables in Maxwell's theory required admission of a four-manifold.,"[(83, 93), (102, 141), (188, 260), (291, 333), (403, 413), (444, 509)]","['of', 'spatial', 'temporal', ""maxwell's"", 'of', 'manifold']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,3,767445380359584-2962357_3_3.mp4,Finite light speed and other constant motion lines were described with analytic geometry.,"[(22, 80)]",['finite']
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,4,39202424580544637-2962357_3_4.mp4,Orthogonality of electric and magnetic vector fields in space was extended by hyperbolic orthogonality for the temporal factor.,"[(35, 138), (147, 154), (198, 224), (377, 391), (400, 484), (496, 583), (608, 653), (665, 688)]","['orthogonality', 'of', 'vector', 'by', 'hyperbolic', 'orthogonality', 'temporal', 'factor']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,5,3871685603469621-2962357_3_5.mp4,When Ludwik Silberstein published his textbook The Theory of Relativity (1914) he related the new geometry to electromagnetism.,"[(64, 109), (118, 224), (300, 308), (320, 375), (531, 650)]","['Ludwik', 'Silberstein', 'of', 'relativity', 'electromagnetism']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,6,9766373003563495-2962357_3_6.mp4,"Faraday's law of induction was suggestive to Einstein when he wrote in 1905 about the ""reciprocal electrodynamic action of a magnet and a conductor"".","[(19, 100), (121, 125), (144, 199), (249, 292), (435, 522), (550, 557), (614, 663)]","[""Faraday's"", 'of', 'induction', 'Einstein', 'electrodynamic', 'of', 'conductor']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,7,35269338866844824-2962357_3_7.mp4,"Nevertheless, the aspiration, reflected in references for this article, is for an analytic geometry of spacetime and charges providing a deductive route to forces and currents in practice.","[(297, 304), (313, 365), (505, 535), (579, 605)]","['of', 'spacetime', 'forces', 'current']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,8,32862152109554055-2962357_3_8.mp4,"Such a royal route to electromagnetic understanding may be lacking, but a path has been opened with differential geometry: The tangent space at an event in spacetime is a four-dimensional vector space, operable by linear transformations.","[(60, 87), (128, 221), (278, 311), (457, 512), (604, 656), (700, 736), (739, 759), (803, 810)]","['royal', 'electromagnetic', 'lacking', 'tangent', 'spacetime', 'vector', 'space', 'by']"
62a6a8a1cba00d00501964df,Relativistic electromagnetism,3,9,20598391656959136-2962357_3_9.mp4,Symmetries observed by electricians find expression in linear algebra and differential geometry.,"[(96, 106)]",['Symmetries']
6231157f9e3b770048c76dd4,Relativistic electromagnetism,0,0,7425092353618419-2962357_0_0.mp4,Relativistic electromagnetism is a physical phenomenon explained in electromagnetic field theory due to Coulomb's law and Lorentz transformations.,"[(371, 420), (432, 445), (464, 506)]","[""Coulomb's"", 'Law', 'Lorentz']"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,0,43087902290503144-2962357_1_0.mp4,Electromechanics,"[(32, 119)]",['electromechanics']
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,1,7277744137229831-2962357_1_1.mp4,"After Maxwell proposed the differential equation model of the electromagnetic field in 1873, the mechanism of action of fields came into question, for instance in the Kelvin’s master class held at Johns Hopkins University in 1884 and commemorated a century later.","[(0, 29), (659, 692), (803, 823), (832, 868)]","['Maxwell', ""Kelvin's"", 'john', 'hopkins']"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,1,7277744137229831-2962357_1_1.mp4,"After Maxwell proposed the differential equation model of the electromagnetic field in 1873, the mechanism of action of fields came into question, for instance in the Kelvin’s master class held at Johns Hopkins University in 1884 and commemorated a century later.","[(153, 196), (217, 224)]","['Maxwell', 'of']"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,11,8655234678038404-2962357_1_11.mp4,The use of retarded potentials to describe electromagnetic fields from source-charges is an expression of relativistic electromagnetism.,[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,2,8735565206490767-2962357_1_2.mp4,"The requirement that the equations remain consistent when viewed from various moving observers led to special relativity, a geometric theory of 4-space where intermediation is by light and radiation.","[(432, 493), (16, 45)]","['geometric', 'space']"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,3,5080908649109923-2962357_1_3.mp4,"The spacetime geometry provided a context for technical description of electric technology, especially generators, motors, and lighting at first.",[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,4,7570465912995827-2962357_1_4.mp4,The Coulomb force was generalized to the Lorentz force.,"[(3, 29), (211, 250), (259, 285)]","['coulomb', 'lorentz', 'force']"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,5,3606179964932461-2962357_1_5.mp4,"For example, with this model transmission lines and power grids were developed and radio frequency communication explored.",[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,6,07300936794712798-2962357_1_6.mp4,"An effort to mount a full-fledged electromechanics on a relativistic basis is seen in the work of Leigh Page, from the project outline in 1912 to his textbook Electrodynamics (1940) The interplay (according to the differential equations) of electric and magnetic field as viewed over moving observers is examined.","[(470, 500), (502, 535), (1414, 1421)]","['Leigh', 'page', 'of']"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,7,991166958276644-2962357_1_7.mp4,What is charge density in electrostatics becomes proper charge density and generates a magnetic field for a moving observer.,[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,8,6179345668451934-2962357_1_8.mp4,A revival of interest in this method for education and training of electrical and electronics engineers broke out in the 1960s after Richard Feynman’s textbook.,"[(659, 698), (704, 765)]","['Richard', ""Feynman’s""]"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,1,9,2244309097848085-2962357_1_9.mp4,"Rosser’s book Classical Electromagnetism via Relativity was popular, as was Anthony French’s treatment in his textbook  which illustrated diagrammatically the proper charge density.","[(0, 32), (374, 416), (425, 448), (761, 848)]","[""Rosser’s"", 'Anthony', 'French', 'diagrammatically']"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,0,013167858072375749-2962357_2_0.mp4,Principle,"[(0, 45)]",['Principle']
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,1,3007999847471501-2962357_2_1.mp4,The question of how an electric field in one inertial frame of reference looks in different reference frames moving with respect to the first is crucial to understanding fields created by moving sources.,[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,2,7011010107002367-2962357_2_2.mp4,"In the special case, the sources that create the field are at rest with respect to one of the reference frames.","[(38, 61), (406, 413)]","['case', 'of']"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,3,457438384714248-2962357_2_3.mp4,"Knowing the electric field at some point (in space and time) in the rest frame of the sources, and knowing the relative velocity of the two frames provided all the information needed to calculate the electric field at the same point in the other frame.","[(316, 324)]",['of']
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,4,47493029534351505-2962357_2_4.mp4,"In other words, the electric field in the other frame does not depend on the particular distribution of the source charges, only on the local value of the electric field in the first frame at that point.",[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,5,22765802941999014-2962357_2_5.mp4,"Thus, the electric field is a complete representation of the influence of the far-away charges.",[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,6,6765747579212449-2962357_2_6.mp4,"Alternatively, introductory treatments of magnetism introduce the Biot–Savart law, which describes the magnetic field associated with an electric current.","[(246, 336), (339, 365)]","['biot–savart', 'law']"
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,7,698849860307009-2962357_2_7.mp4,"An observer at rest with respect to a system of static, free charges will see no magnetic field.",[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,8,8934548303855638-2962357_2_8.mp4,"However, a moving observer looking at the same set of charges does perceive a current, and thus a magnetic field.",[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,2,9,5668847499711287-2962357_2_9.mp4,"That is, the magnetic field is simply the electric field, as seen in a moving coordinate system.",[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,3,0,7815336657738103-2962357_3_0.mp4,Redundancy,"[(3, 45)]",['Redundancy']
6231157f9e3b770048c76dd4,Relativistic electromagnetism,3,1,7101587343992637-2962357_3_1.mp4,The title of this article is redundant since all mathematical theories of electromagnetism are relativistic.,[],[]
6231157f9e3b770048c76dd4,Relativistic electromagnetism,3,1,7101587343992637-2962357_3_1.mp4,The title of this article is redundant since all mathematical theories of electromagnetism are relativistic.,"[(883, 925)]","[""Maxwell's""]"
